group,names,scores,logfoldchanges,pvals,pvals_adj
0,Gadd45b,4.6001344,0.7959954,4.222186255202947e-06,5.072878596991985e-05
0,Papss2,4.5824876,1.9131558,4.594766341333081e-06,5.4799345629722476e-05
0,Agl,4.5155044,1.5715305,6.316617780410551e-06,7.478506598413075e-05
0,Desi1,4.504298,1.0411845,6.659265062689388e-06,7.827049225856657e-05
0,Ctsl,4.453685,0.9474831,8.440895265588023e-06,9.710022780697711e-05
0,Mmp19,4.4318113,1.9521558,9.344486302795896e-06,0.00010673772382489396
0,Mgll,4.4278674,2.3779755,9.516929442726593e-06,0.00010794726962309465
0,Gm2a,4.4261656,0.48149383,9.592300948390276e-06,0.00010804661207145159
0,Cd84,4.40954,0.97644585,1.0359036152426617e-05,0.00011587832164990325
0,R3hdm4,4.3905034,0.63916785,1.130885420376899e-05,0.000124782051146349
0,Lrpap1,4.368743,1.0710702,1.2496365935564565e-05,0.00013695341586139004
0,Adgre5,4.3531394,3.10898,1.342018570562079e-05,0.00014609088063434177
0,N4bp2l1,4.1526723,0.9128134,3.286154988978602e-05,0.00035534289280821947
0,Rab7b,4.1146836,2.041865,3.877106350350932e-05,0.00041646798015027893
0,Ccz1,4.1073356,0.48434865,4.002492492868136e-05,0.00042710808048895506
0,Abtb1,4.0966115,1.6726986,4.192413990666147e-05,0.0004415646423935384
0,Sgpl1,4.088072,0.21581514,4.349730864944091e-05,0.0004530906502647902
0,B230208H11Rik,4.0876465,1.3033639,4.35771525532104e-05,0.0004530906502647902
0,Itm2c,4.0244365,0.32388815,5.711187138444266e-05,0.0005826129269532452
0,Ly6i,4.008152,3.4643786,6.119576750086516e-05,0.0006165188502261074
0,Ltb4r1,3.9914699,1.9877474,6.566502332746568e-05,0.0006574609125749958
0,Ets1,3.9622765,2.2894843,7.423849867762852e-05,0.000734236858872643
0,Tmem154,3.941027,1.1763828,8.113354417466611e-05,0.000797567325159445
0,Gns,3.909734,0.445487,9.239781330485188e-05,0.000902826826388372
0,Hbp1,3.8813634,0.44415328,0.00010387252392787295,0.0010088696635389815
0,Sh2d3c,3.8619862,0.9846066,0.00011246894252853753,0.0010858608617933803
0,Kit,3.847744,0.5299653,0.00011921048887623383,0.0011441385382085873
0,Rassf3,3.8316863,0.69328785,0.00012726796211846723,0.0012142860856244344
0,S1pr4,3.814664,1.147061,0.00013636842087346232,0.001293506307934245
0,Prkcb,3.806039,1.0455096,0.00014121001877092498,0.0013316433165490717
0,Fbxl5,3.7941234,0.8053688,0.00014816591518067266,0.0013891625111159022
0,Mxd1,3.7538087,1.2490786,0.00017416774912086278,0.0016235637303105713
0,Slc7a11,3.742035,1.0760674,0.00018253612080165282,0.0016918490739444621
0,Furin,3.7335238,0.38961655,0.0001888193810360863,0.0017401422502302953
0,Itgb2l,3.6940885,27.359009,0.00022067692909520905,0.0020222484688837803
0,Tbc1d20,3.684102,1.2726665,0.00022951029555533028,0.002091380333655875
0,Ccpg1,3.6768959,1.326953,0.00023608934127371402,0.002139312355005386
0,Rabggta,3.6365812,0.4960826,0.00027628061950877995,0.002489595360240228
0,Ckap2l,3.6220553,0.23626292,0.0002922715334614518,0.002619140482179419
0,F7,3.6157286,1.5341293,0.00029950390301236856,0.00266920511365968
0,Rassf4,3.6139414,0.50689214,0.0003015772925918607,0.002672996549639334
0,Slc23a2,3.5563772,1.071502,0.00037600401304321623,0.0032789167158929935
0,Gatad2b,3.5416245,0.34665513,0.0003976711109074316,0.0034493184058387917
0,Mitf,3.5244603,0.915547,0.00042434645591028655,0.003661116763225983
0,Clec4e,3.5110693,0.26133624,0.0004463080241538949,0.00383022018612496
0,Klhdc4,3.4837484,0.9329496,0.0004944441545420683,0.004220991677195972
0,Cd177,3.4663572,7.8968625,0.0005275620354987585,0.004480134144392599
0,Iqsec1,3.4513206,0.885978,0.0005578503392538414,0.004712673178488181
0,Slc7a5,3.3935013,0.25669885,0.0006900524627670004,0.005710536196979973
0,Atf5,3.3823233,1.1139053,0.0007187552852210023,0.005917873465119115
0,Bnip3,3.3736134,0.28619578,0.0007418848196161883,0.006077460492007361
0,Bri3,3.3620949,0.13265166,0.0007735353256737538,0.006304895971069491
0,Zmpste24,3.3207588,0.184788,0.0008977307307275977,0.007137839437451782
0,Il1f9,3.3143754,2.7650442,0.0009184809360547557,0.007267200381857628
0,Fmnl2,3.2673085,0.8333181,0.0010857529856141716,0.00850768764573037
0,Ubac2,3.218823,0.12798958,0.0012871790763844461,0.010037521451421018
0,Gm37214,3.1572871,0.2598382,0.0015924451729615312,0.012299743193064778
0,Pi16,3.1182773,2.3626754,0.0018191153183557773,0.013852605851516764
0,Ccl3,3.1162062,0.46742868,0.0018319407150828944,0.013885083363852593
0,Fry,3.0996945,0.18183865,0.0019372030329145116,0.014614620090173664
0,Alox5,3.074161,0.11636965,0.002110955131132619,0.015778660012429068
0,Tpd52,3.0645432,0.09689032,0.0021800261984936745,0.016219791837298377
0,Flt1,3.0631814,0.42717814,0.0021899718941851692,0.016219791837298377
0,Litaf,3.0533652,0.16473433,0.002262903266495469,0.016683768628434775
0,Ugcg,3.0233774,0.2514404,0.0024997025233821743,0.01826359231047697
0,Gm43549,3.005504,0.24754274,0.0026514117542360068,0.019278016476847785
0,Cystm1,2.9878857,1.7681122,0.002809145575206719,0.01998436018853201
0,Ccnd2,2.9781547,0.4190737,0.002899896762334896,0.02052093792237402
0,Tob1,2.9762254,1.0651245,0.0029182030281718493,0.02052093792237402
0,Ifi27,2.9757714,0.47870576,0.00292252568438249,0.02052093792237402
0,Acp6,2.9616997,0.6553501,0.0030594611360633362,0.02131375489132772
